|datasheet_id|line|button|description|Unnamed: 4
1675|2743|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
1676|2743|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
1677|2743|4|•|This model can be equipped with 1 hunter-killer missile.|
1678|2744|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
1679|2744|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
1680|2744|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
1681|2744|4|•|This model can be equipped with 1 hunter-killer missile.|
1682|2745|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
1683|2745|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
1684|2745|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
1685|2745|4|•|This model can be equipped with 1 hunter-killer missile.|
1686|2746|1|•|"For every 5 models in this unit, up to two Tempestus Scions can each have their hot-shot lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 hot-shot volley gun</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
1687|2746|2|•|1 Tempestus Scion’s hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 vox-caster.|
1688|2746|3|•|"The Tempestor’s chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
1689|2746|4|•|"The Tempestor’s hot-shot laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
1690|2746|5|*|* You cannot select the same weapon from this list more than once per unit, unless this unit contains 10 models, in which case you cannot select the same weapon more than twice  per unit.|
1691|2748|1|•|For every 3 models in this unit, 1 model’s plasma talon can be replaced with 1 Astartes grenade launcher.|
1692|2755|1|•|This model can be equipped with 1 Prosperine khopesh.|
1693|2758|1|•||
1694|2759|1|•|"This model’s shuriken pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 death spinner</li><li>1 Dragon fusion gun</li><li>1 Dragon fusion pistol</li><li>1 Reaper launcher</li></ul>"|
1695|2759|2|•|"This model’s star glaive can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Banshee blade</li><li>1 Scorpion chainsword</li></ul>"|
1696|2760|1|•|This model’s storm bolter can be replaced with 1 combi-weapon.|
1697|2760|2|•|This model’s blessed wardings can be replaced with 1 psychic gifts and 1 psychic shock wave.|
1698|2760|3|•|If this model is equipped with 1 psychic gifts, its Inquisitorial melee weapon can be replaced with 1 force weapon.|
1699|2760|4|•|If this model is equipped with 1 psychic gifts, its storm bolter can be replaced with 1 psycannon.|
1700|2761|1|•|"The Legionnaire Sergeant’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol and 1 power weapon</li><li>1 plasma pistol and 1 power weapon</li><li>1 bolt pistol and 1 Astartes chainsword</li><li>1 plasma pistol and 1 Astartes chainsword</li></ul>"|
1701|2761|2|•|"One Legionnaire’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy flamer</li><li>1 multi-melta</li></ul>"|
1702|2761|3|•|"One Legionnaire’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
1703|2763|1|•||
1704|2764|1|•||
1705|2766|1|•||
1706|2767|1|•|For every 5 Inquisitorial Agents in this unit, it can be equipped with 1 Tome-skull.|
1707|2767|2|•|For every 5 Inquisitorial Agents in this unit, 1 Inquisitorial Agent can be equipped with 1 plasma pistol.**|
1708|2767|3|•|For every 5 Inquisitorial Agents in this unit, 1 Inquisitorial Agent can be equipped with 1 eviscerator.**|
1709|2767|4|•|For every 5 Inquisitorial Agents in this unit, 1 Inquisitorial Agent can be equipped with 1 mystic stave.**|
1710|2767|5|•|"Any number of Gun Servitors can each have their heavy bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 multi-melta</li><li>1 plasma cannon</li></ul>"|
1711|2767|6|*|<i>**The some model cannot be equipped with more than one of these wargear options.</i>|
1712|2768|1|•|This model can be equipped with 1 hunter-killer missile.|
1713|2768|2|•|This model can be equipped with 1 storm bolter.|
1714|2768|3|•|"This model’s twin heavy bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 multi-melta</li><li>1 twin assault cannon</li><li>1 twin lascannon</li><li>1 twin psycannon</li></ul>"|
1715|2769|1|•|"This model’s graviton pulsar can be replaced with one of the following;<ul style=""list-style-type:circle""><li>1 siege claw and 1 rad cleanser</li><li>1 lightning lock</li><li>1 conversion beam cannon</li><li>1 volkite veuglaire</li></ul>"|
1716|2769|2|•|"This model’s volkite veuglaire can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 siege claw and 1 rad cleanser</li><li>1 graviton pulsar</li><li>1 lightning lock</li><li>1 conversion beam cannon</li></ul>"|
1717|2775|1|•|This model’s bolt rifle and close combat weapon can be replaced with 1 power weapon.|
1718|2776|1|•|For every 5 models in this unit, 1 Assault Intercessor with Jump Pack’s heavy bolt pistol can be replaced with 1 plasma pistol. |
1719|2776|2|•|"The Assault Intercessor Sergeant with Jump Pack’s Astartes chainsword can be replaced with one of the following: <br><ul style=""list-style-type:circle""><li>1 power weapon </li><li>1 power fist </li></ul>"|
1720|2776|3|•|"The Assault Intercessor Sergeant with Jump Pack’s heavy bolt pistol can be replaced with one of the following: <br><ul style=""list-style-type:circle""><li>1 hand flamer</li><li>1 plasma pistol</li></ul>"|
1721|2779|1|•|"One model equipped with a Deathwatch marksman bolt carbine can be equipped with one of<br>the following:<ul style=""list-style-type:circle""><li>1 helix gauntlet</li><li>1 Infiltrator comms array</li></ul>"|
1722|2779|2|•|One model can replace its bolt sniper rifle with 1 instigator bolt carbine.|
1723|2779|3|•|Any number of models can each replace their bolt sniper rifle with 1 las fusil.|
1724|2779|4|•|Any number of models can each replace their combat knife with 1 Deathwatch bolt carbine and 1 close combat weapon.|
1725|2780|1|•|"The Kill Team Sergeant can replace its Deathwatch bolt rifle with one of the following:<ul style=""list-style-type:circle""><li>1 Astartes chainsword</li><li>1 hand flamer</li><li>1 plasma pistol</li><li>1 power weapon</li></ul>"|
1726|2780|2|•|"The Kill Team Sergeant can replace its close combat weapon with one of the following:<br><ul style=""list-style-type:circle""><li>1 Astartes chainsword</li><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer</li></ul>"|
1727|2780|3|•|For every 5 models in this unit, 1 model equipped with a Deathwatch bolt rifle can be equipped with 1 Astartes grenade launcher.|
1728|2780|4|•|One model equipped with a plasma incinerator can replace its bolt pistol with 1 plasma pistol.|
1729|2780|5|•|1 model can replace its superfrag rocket launcher with 1 vengor launcher.|
1730|2780|6|•|Any number of models can each replace their superfrag rocket launcher with 1 superkrak rocket launcher.|
1731|2781|1|•|For every 5 models in this unit, 1 model can replace its Deathwatch heavy bolt rifle with 1 Deathwatch heavy bolter.|
1732|2781|2|•|1 model can replace its melta rifle with 1 multi-melta.|
1733|2781|3|•|Any number of models can each have their flamestorm gauntlets replaced with 1 auto boltstorm gauntlets and 1 fragstorm grenade launcher.|
1734|2783|1|•|"For every 5 models in this unit, up to 2 models can each have their boltgun and power weapon replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 boltgun, 1 Astartes shield and 1 close combat weapon</li><li>1 power weapon and 1 Astartes shield</li></ul>"|
1735|2783|2|•|For every 5 models in this unit, up to 2 models can each have their boltgun and power weapon replaced with 1 Deathwatch thunder hammer.|
1736|2783|3|•|For every 5 models in this unit, 1 model can have its boltgun and power weapon replaced with 1 stalker-pattern boltgun and 1 close combat weapon.|
1737|2783|4|•|For every 5 models in this unit, up to 2 models can each have their boltgun and power weapon replaced with 1 Deathwatch shotgun and 1 close combat weapon.|
1738|2783|5|•|For every 5 models in this unit, 1 model can have its boltgun and power weapon replaced with 1 frag cannon and 1 close combat weapon.|
1739|2783|6|•|For every 5 models in this unit, 1 model can have its boltgun and power weapon replaced with 1 infernus heavy bolter and 1 close combat weapon.|
1740|2783|7|•|1 model’s boltgun and power weapon can be replaced with 1 Black Shield blades.|
1741|2783|8|•|The Watch Sergeant’s power weapon can be replaced with 1 xenophase blade.|
1742|2783|9|•|The Watch Sergeant’s boltgun can be replaced with 1 combi-weapon.|
1743|2786|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"|
1744|2786|2|•|This model’s 2 storm bolters can be replaced with 2 fragstorm grenade launchers.|
1745|2786|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 bellicatus missile array</li><li>1 ironhail skytalon array</li><li>1 orbital comms array</li><li>1 shield dome</li></ul>"|
1746|2787|1|•|This model’s 2 storm bolters can be replaced with 2 fragstorm grenade launchers.|
1747|2787|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"|
1748|2787|3|•|This model can be equipped with 1 Icarus rocket pod.|
1749|2788|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"|
1750|2788|2|•|This model can be equipped with 1 Icarus rocket pod.|
1751|2789|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"|
1752|2789|2|•|This model can be equipped with 1 Icarus rocket pod.|
1753|2790|1|•|This model’s macro plasma incinerator can be replaced with 1 heavy laser destroyer.|
1754|2790|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"|
1755|2790|3|•|This model can be equipped with 1 Icarus rocket pod.|
1756|2791|1|•|This model’s twin heavy bolter can be replaced with 1 twin lascannon.|
1757|2791|2|•|This model’s heavy onslaught gatling cannon can be replaced with 1 las-talon.|
1758|2791|3|•|This model can be equipped with 1 multi-melta.|
1759|2793|1|•|This model’s combi-weapon can be replaced with 1 heavy bolt pistol.|
1760|2793|2|•|This model’s master-crafted power weapon can be replaced with 1 Astartes chainsword.|
1761|2794|1|•||
1762|2796|1|•|This model’s plasma pistol can be replaced with one combi-weapon.|
1763|2798|1|•|Any number of Sword Brothers can each have their Astartes chainsword replaced with 1 master-crafted power weapon.|
1764|2798|2|•|For every 5 models in this unit, 1 Sword Brother’s Astartes chainsword can be replaced with 1 thunder hammer.|
1765|2798|3|•|For every 5 models in this unit, 1 Sword Brother’s heavy bolt pistol can be replaced with 1 plasma pistol.|
1766|2798|4|•|For every 5 models in this unit, up to 2 Sword Brothers can each have their heavy bolt pistol replaced with 1 pyre pistol.|
1767|2798|5|•|For every 5 models in this unit, 1 Sword Brother’s heavy bolt pistol and Astartes chainsword can be replaced with 1 twin lightning claws.|
1768|2799|1|•|The Sword Brother’s heavy bolt pistol can be replaced with 1 pyre pistol.|
1769|2799|2|•|Any number of Neophytes can each have their bolt pistol and Astartes chainsword replaced with 1 Neophyte firearm and 1 close combat weapon.|
1770|2799|3|•|Any number of Initiates can each have their bolt rifle replaced with 1 heavy bolt pistol and 1 Astartes chainsword.|
1771|2799|4|•|"For every 10 models in this unit, up to 2 Initiates can each have their bolt rifle replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 heavy bolt pistol and 1 power fist</li><li>1 pyreblaster</li></ul>"|
1772|2801|1|•|"This model’s assault cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 helfrost cannon</li><li>1 multi-melta</li></ul>"|
1773|2801|2|•|This model’s storm bolter can be replaced with 1 heavy flamer.|
1774|2801|3|•|"This model’s assault cannon, storm bolter and Dreadnought combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Fenrisian greataxe, 1 blizzard shield and 1 storm bolter</li><li>1 Fenrisian greataxe, 1 blizzard shield and 1 heavy flamer</li></ul>"|
