|datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
4174|2493|5|||Da Bigger Dey iz...|"Each time this model makes a melee attack that targets a <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit, add 1 to the Damage characteristic of that attack. Each time this model makes a melee attack that targets a <span class=""kwb"">TITANIC</span> unit, add 2 to the Damage characteristic of that attack instead."|Datasheet||
4175|2494|1|8338.0||||Core|6+|
4176|2494|2|3676.0||||Faction||
4177|2494|3|||Monster Hunters|"Each time a model in this unit makes an attack that targets a <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit, you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
4178|2496|1|8338.0||||Core|5+|
4179|2496|2|3676.0||||Faction||
4180|2496|3|||Wild Ride|"You can ignore any or all modifiers to this unit’s Move characteristic and to <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge rolls</a> made for this unit."|Datasheet||
4181|2496|4|||Bomb Squigs|"Once per battle, for each bomb squig this unit has, after this unit ends a <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Normal move</a>, you can use one Bomb Squig. If you do, select one enemy unit within 12"" and <a href=""/wh40k10ed/the-rules/core-rules/#Determining-Visibility"">visible</a> to this unit and roll one D6: on a 3+, that enemy unit suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>.<br><br><b>Designer’s Note:</b> <i>Place the relevant number of Bomb Squig tokens next to the unit, removing one each time this unit uses this ability.</i>"|Wargear||
4182|2497|1|8339.0||||Core|D6|
4183|2497|2|8338.0||||Core|6+|
4184|2497|3|3676.0||||Faction||
4185|2497|4|||Spirit of Gork (Psychic)|"At the start of the <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>, you can select one friendly Orks unit within 12"" of this model and roll one D6: on a 1, this model suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>; on a 2-5, until the end of the phase, add 1 to the Strength characteristic of melee weapons equipped by models in that unit; on a 6, until the end of the phase, add 1 to the Strength characteristic of melee weapons equipped by models in that unit and those weapons have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> ability."|Datasheet||
4186|2497|5|||Snagged|"Each time this weapon scores a hit against a <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit, until the end of the turn, if the bearer selects that unit as a target of a <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">charge</a>, add 2 to Charge rolls made for the bearer and enemy units cannot use the <a href=""/wh40k10ed/the-rules/test_/#Стратегема"">Fire Overwatch</a> Stratagem to shoot at the bearer."|Wargear profile||
4187|2498|1|8339.0||||Core|D6|
4188|2498|2|8338.0||||Core|6+|
4189|2498|3|8334.0||||Core|11|
4190|2498|4|3676.0||||Faction||
4191|2498|5|||On Da Hunt|"For each model <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarked</a> within this <span class=""kwb"">TRANSPORT</span>, add 1 to the Attacks characteristic of this model’s butcha boyz weapon (to a maximum of +6). The Attacks characteristic of that weapon can be modified even though it is an <a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">Extra Attacks</a> weapon."|Datasheet||
4192|2498|6|||Snagged|"Each time this weapon scores a hit against a <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit, until the end of the turn, if the bearer selects that unit as a target of a <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">charge</a>, add 2 to Charge rolls made for the bearer and enemy units cannot use the <a href=""/wh40k10ed/the-rules/test_/#Стратегема"">Fire Overwatch</a> Stratagem to shoot at the bearer."|Wargear profile||
4193|2499|1|8339.0||||Core|D3|
4194|2499|2|8334.0||||Core|11|
4195|2499|3|3676.0||||Faction||
4196|2499|4|||Ramshackle Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
4197|2499|5|||Shoutin’ Pole (Aura)|"While a friendly <span class=""kwb"">ORKS</span> unit is within 6"" of this <span class=""kwb"">FORTIFICATION</span>, improve the Leadership characteristic of models in that unit by 1."|Datasheet||
4198|2499|6|||Fortification|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""tooltip00387"" data-tooltip-content=""#tooltip_content00387"" data-tooltip-anchor=""#tooltip_content00387""><span class=""kwb"">FORTIFICATIONS</span></span> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.</li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Datasheet||
4199|2500|1|8346.0||||Core||
4200|2500|2|8424.0||||Faction||
4201|2500|3|||Malefic Maelstrom (Psychic)|"While this model is leading a unit, weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">[SUSTAINED HITS 1]</a></span> ability."|Datasheet||
4202|2500|4|||Glimpse of Eternity (Psychic)|"Once per turn, you can change the result of one <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>, one <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a> or one <a href=""/wh40k10ed/the-rules/core-rules/#4.-Saving-Throw"">saving throw</a> made for this model to an unmodified 6."|Datasheet||
4203|2501|1|8339.0||||Core|D3|
4204|2501|2|||Ensorcelled Annihilation|"Each time this model makes a ranged attack that targets a <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit that was hit by one or more <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">Psychic Attacks</a> made by a <span class=""tooltip00358"" data-tooltip-content=""#tooltip_content00358"" data-tooltip-anchor=""#tooltip_content00358""><span class=""kwb"">THOUSAND</span> <span class=""kwb"">SONS</span> <span class=""kwb"">PSYKER</span></span> model from your army this phase (including the Doombolt <span class=""tooltip00359"" data-tooltip-content=""#tooltip_content00359""><span class=""tt kwbu"">Ritual</span></span>), you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> and you can re-roll the Damage roll."|Datasheet||
4205|2507|1|8345.0||||Core||
4206|2507|2|8466.0||||Faction||
4207|2507|3|||Impetuous Fervour|"Each time a model in this unit makes an attack, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> of 1. If the target of that attack is an enemy unit within range of an <a href=""/wh40k10ed/the-rules/core-rules/#Objective-Markers"">objective marker</a>, you can re-roll the Hit roll instead."|Datasheet||
4208|2507|4|||Sacred Banner|"You can re-roll <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge rolls</a> made for the bearer’s unit."|Wargear||
4209|2507|5|||Simulacrum Imperialis|"At the end of your <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, for each <a href=""/wh40k10ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> you control that has one or more units from your army with this ability within range of it, roll one D6: on a 4+, you gain 1 <span class=""tooltip00351"" data-tooltip-content=""#tooltip_content00351""><span class=""tt kwbu"">Miracle</span> <span class=""tt kwbu"">dice</span></span> showing a value equal to that result."|Wargear||
4210|2509|1|8452.0||||Faction||
4211|2509|2|||Masters of Close Confines|"Each time a model in this unit makes a ranged attack that targets the closest eligible target, that attack has the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> ability."|Datasheet||
4212|2509|3|||NAVY BODYGUARD|"If your Army Faction is not <span class=""kwb"">AGENTS</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">IMPERIUM</span>, then for each <span class=""tooltip00388"" data-tooltip-content=""#tooltip_content00388"" data-tooltip-anchor=""#tooltip_content00388""><span class=""kwb"">VOIDFARERS</span> <span class=""kwb"">CHARACTER</span></span> unit you include in your army, you can include one <span class=""kwb"">VOIDSMEN-AT-ARMS</span> unit in your army that does not count towards the number of <span class=""kwb"">RETINUE</span> units your army can include (see <span class=""tooltip00389"" data-tooltip-content=""#tooltip_content00389""><span class=""tt kwbu"">Assigned</span> <span class=""tt kwbu"">Agents</span></span>)"|Special (правая колонка)||
4213|2518|1|8343.0||||Core||
4214|2518|2|8346.0||||Core||
4215|2518|3|8391.0||||Faction||
4216|2518|4|||Swift Onslaught|"While this model is leading a unit, you can re-roll <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge rolls</a> made for that unit"|Datasheet||
4217|2518|5|||Martial Inspiration|"Once per battle, in your <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">Charge phase</a>, this model’s unit is eligible to <a href=""/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE"">declare a charge</a> in a turn which it <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advanced</a>."|Datasheet||
4218|2519|1|8343.0||||Core||
4219|2519|2|8338.0||||Core|6+|
4220|2519|3|8346.0||||Core||
4221|2519|4|8391.0||||Faction||
4222|2519|5|||Golden Laurels|While this model is leading a unit, each time a melee attack targets that unit, worsen the Armour Penetration characteristic of that attack by 1.|Datasheet||
4223|2519|6|||Hero of Lion’s Gate|"Once per battle, after making a <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>, <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a> or <a href=""/wh40k10ed/the-rules/core-rules/#4.-Saving-Throw"">saving throw</a> for this model, you can change the result of that roll to an unmodified 6."|Datasheet||
4224|2520|1|8346.0||||Core||
4225|2520|2|8344.0||||Core|"6"""|
4226|2520|3|||Seeker’s Instincts|"While this model is leading a unit, add 2"" to the Move characteristic of models in that unit and add 2 to <a href=""/wh40k10ed/the-rules/core-rules/#Advance-Moves"">Advance</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge rolls</a> made for that unit."|Datasheet||
4227|2520|4|||Daughter of the Abyss|"This model has the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span> <span class=""tt kwbu"">3+</span></span> ability against <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">Psychic Attacks</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>."|Datasheet||
4228|2520|5|||Corner the Quarry|"Each time an enemy unit (excluding <span class=""kwb"">MONSTERS</span> and <span class=""kwb"">VEHICLES</span>) that is within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of this model’s unit <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falls Back</a>, all models in that enemy unit must take a Desperate Escape test. When doing so, if that enemy unit is <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, subtract 1 from each of those tests."|Datasheet||
4229|2521|1|||Daughters of the Abyss|"Models in this unit have the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span> <span class=""tt kwbu"">3+</span></span> ability against <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">Psychic Attacks</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>."|Datasheet||
4230|2521|2|||Purity of Execution|"Each time a model in this unit makes a ranged attack that targets a <span class=""kwb"">PSYKER</span> unit, that attack has the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Precision"">[PRECISION]</a></span> and <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">[DEVASTATING WOUNDS]</a></span> abilities."|Datasheet||
4231|2522|1|||Daughters of the Abyss|"Models in this unit have the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span> <span class=""tt kwbu"">3+</span></span> ability against <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">Psychic Attacks</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>."|Datasheet||
4232|2522|2|||Deft Parry|"Each time a melee attack targets this unit, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
4233|2523|1|8344.0||||Core|"6"""|
4234|2523|2|||Daughters of the Abyss|"Models in this unit have the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span> <span class=""tt kwbu"">3+</span></span> ability against <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">Psychic Attacks</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>."|Datasheet||
4235|2523|3|||Sanctified Flames|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this unit has shot, select one enemy unit hit by one or more of those attacks. That enemy unit must take a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>."|Datasheet||
4236|2524|1|8339.0||||Core|D3|
4237|2524|2|8334.0||||Core|2|
4238|2524|3|||Daughters of the Abyss|"This model has the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span> <span class=""tt kwbu"">3+</span></span> ability against <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">Psychic Attacks</a> and <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>."|Datasheet||
